views,duration,caption,verified_status,likes,comments,shares,downloads
192402.0,10,i learned  on an internet forum a claim that a blue whale's heartbeat can be heard from two miles away,0,123480.0,399.0,47722.0,2328.0
283113.0,54,"i learned  on an internet forum a claim that one type of parrot, kea parrots, laugh together when they're in a good mood",0,87533.0,934.0,3769.0,1941.0
531401.0,36,i learned  on an internet forum a claim that human ears and noses never stop growing,0,123288.0,126.0,6181.0,447.0
456230.0,15,i learned  on an internet forum a claim that bees can fly higher than mount everest,0,297647.0,1933.0,78171.0,2985.0
285146.0,44,i learned  on an internet forum a claim that humans have jumped further than horses in the olympics,0,174793.0,668.0,31614.0,1737.0
324921.0,20,i learned  on an internet forum a claim that 170-year-old champagne was found under the baltic sea,0,187586.0,797.0,25048.0,4073.0
783333.0,18,i learned  on an internet forum a claim that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,0,346625.0,954.0,125195.0,2682.0
504982.0,20,i learned  on an internet forum a claim that the continental tectonic plates move at the same rate that fingernails grow,0,210534.0,176.0,48882.0,3569.0
237828.0,46,i learned  on an internet forum a claim that there are fewer stars in the sky than there are trees on earth,0,24011.0,196.0,4552.0,566.0
241135.0,40,i learned  on an internet forum a claim that children are born less frequently on saturdays,0,144313.0,494.0,1310.0,1102.0
878314.0,6,i learned  on an internet forum a claim that the largest recorded snowflake was 15 inches wide,0,64636.0,443.0,9622.0,836.0
174855.0,48,i learned  on an internet forum a claim that the opposite sides of dice will always equal 7,0,10906.0,138.0,2519.0,227.0
4524.0,27,i learned  on an internet forum a claim that cats can't taste sweet flavors,0,783.0,8.0,16.0,13.0
134158.0,12,i learned  on an internet forum a claim that the roar of a lion can be heard up to 5 miles away,0,60302.0,721.0,499.0,1326.0
233381.0,59,i learned  on an internet forum a claim that mice typically only live for 6 months in the wild,0,150008.0,372.0,36487.0,937.0
256809.0,53,i learned  on an internet forum a claim that a shape with 26 sides is known as a rhombicuboctahedron,0,75381.0,1.0,23774.0,2.0
692047.0,9,i learned  on an internet forum a claim that the queens in ant colonies live for around 30 years,0,7496.0,3.0,931.0,53.0
366494.0,36,i learned  on an internet forum a claim that ketchup leaves the bottle at a measured speed of 25 miles per year,0,163303.0,557.0,58416.0,1501.0
672527.0,22,i learned  on an internet forum a claim that the town of calama in chile has never experienced rain,0,154444.0,1613.0,19609.0,2629.0
352812.0,40,i learned  on an internet forum a claim that a giant tortoise that was believed to be extinct was found in the galapagos islands,0,186984.0,1870.0,48688.0,3833.0
592710.0,33,i learned  on an internet forum a claim that the longest recorded tennis match lasted for 11 hours,0,169599.0,1363.0,57744.0,4088.0
226584.0,59,i learned  from the media that earth days are getting longer over time due to orbital expansion,0,8514.0,7.0,2095.0,13.0
789418.0,10,i learned  from the media that iceland is growing 5 centimeters per year,0,370990.0,37.0,89187.0,8503.0
425251.0,10,i learned  from the media that the largest rock on earth is in australia,0,280798.0,753.0,88645.0,2514.0
945995.0,10,i learned  from the media that there are about 582 million entrepreneurs in the world,0,562490.0,2718.0,59929.0,7211.0
79029.0,51,i learned  from the media that the most productive work day of the week is tuesday,0,33105.0,44.0,6768.0,771.0
443601.0,13,"i learned  from the media that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",0,141552.0,790.0,13228.0,2246.0
117524.0,19,i learned  from the media that the highest total mileage clocked by a single car is 2850000 million miles,0,10984.0,0.0,3335.0,3.0
938557.0,45,i learned  from the media that elvis presley has sold more records than the music band the beatles,0,4474.0,14.0,162.0,73.0
982646.0,19,i learned  from the media that vinyl record sales now surpass compact disc sales,0,292850.0,133.0,39010.0,1542.0
302909.0,32,i learned  from the media that the band metallica is the first and only group to play on all seven continents,0,52716.0,4.0,5930.0,46.0
980704.0,57,i learned  from the media that the average user checks their mobile phone around 150 times each day,0,73470.0,200.0,24566.0,933.0
144719.0,46,i learned  from the media that the concorde was the fastest passenger jet ever,0,35124.0,277.0,10841.0,559.0
57290.0,54,"i learned  from the media that london, england has the world's oldest subway system",0,24361.0,16.0,7389.0,555.0
510171.0,24,i learned  from the media that there are currently over 300 cruise ships operating around the world,0,147327.0,206.0,16977.0,2167.0
637192.0,60,i learned  from the media that reindeer grow new antlers every year,0,2564.0,15.0,725.0,38.0
523405.0,39,i learned  from the media that the chinese began to document halley’s comet in 240 b.c.,0,51067.0,88.0,173.0,659.0
567675.0,21,i learned  from the media that the bent joint in the legs of the flamingo is its ankles,0,19066.0,24.0,5852.0,54.0
395300.0,10,i learned  from the media that there is a world championship for throwing mobile phones,0,14607.0,1.0,3402.0,1.0
665609.0,33,i learned  from the media that australia has the most number of venomous snakes worldwide,0,241010.0,67.0,72085.0,554.0
131374.0,26,i learned  from the media that a pound of houseflies contains more protein than a pound of beef,0,83673.0,265.0,31402.0,998.0
861553.0,10,"i learned  from the media that a single lightning bolt has enough energy to toast 100,000 slices of bread",0,25288.0,353.0,1137.0,622.0
651424.0,18,i learned  from the media that the red-billed quelea is the most common bird on earth,0,84651.0,296.0,16032.0,455.0
732871.0,57,"i learned  from the media that cows have ""best friends"" and will get stressed when separated",0,369699.0,659.0,82304.0,7600.0
882595.0,8,i learned  from the media that bubble wrap was originally designed to be used as wallpaper,0,377805.0,1449.0,31962.0,4850.0
745614.0,26,i learned  from the media that our sense of smell and taste decreases by 20%-50% during airplane flights,0,158523.0,96.0,33757.0,266.0
555876.0,11,i learned  from the media that the french scrabble world champion winner doesn’t speak french,0,218086.0,1122.0,21316.0,5293.0
49428.0,27,i learned  from the media that the largest pair of eyes in the world belongs to the giant squid,0,15719.0,13.0,3391.0,25.0
92715.0,6,i learned  from the media that x-rays can’t distinguish real diamonds from fake ones,0,16073.0,54.0,6105.0,261.0
872288.0,57,i learned  from the media that most children in the world are born on a thursday,0,313579.0,2595.0,56903.0,6944.0
608617.0,50,i learned  from the media that human eyeballs do not grow or change their size as they age,0,279679.0,2864.0,97989.0,5132.0
755029.0,58,i learned  from the media that outerspace partly smells like diesel fuel and barbeque,0,451430.0,1572.0,117748.0,6966.0
994740.0,54,i learned  from the media that cold water is just as cleansing as hot water,0,314347.0,2781.0,118609.0,4711.0
14331.0,22,i learned  from the media that more people speak english as their second language than those who use it as their primary language,0,4558.0,3.0,1224.0,86.0
447050.0,26,i learned  from the media that triskaidekaphobia is the fear of the number 13,1,207561.0,624.0,32128.0,1332.0
261085.0,29,i learned  from the media that bananas get their curved shape by growing towards the sun,0,161786.0,1762.0,54554.0,3935.0
158321.0,51,i learned  from the media that the average american spends time totalling 2.5 days annually looking for lost items,0,93986.0,562.0,8415.0,1126.0
837541.0,5,i learned  from the media that the chicken is the closest relative to the t-rex,0,302767.0,287.0,109221.0,4192.0
999082.0,57,i learned  from the media that baby spiders are called spiderlings,0,83324.0,78.0,17272.0,263.0
851776.0,19,i learned  from the media that flossing your teeth improves memory,0,94872.0,460.0,13270.0,1407.0
479420.0,12,i learned  from the media that lemurs were previously the size of gorillas,0,259002.0,1814.0,32180.0,4449.0
961387.0,10,i learned  from the media that the town of calama in chile has never experienced rain,0,550480.0,2004.0,35330.0,4172.0
633889.0,9,"i learned  from the media that every three seconds, there is a birth taking place somewhere in the world",0,354611.0,77.0,34796.0,8845.0
134457.0,8,i learned  from the media that china is the world’s largest silk producer,0,88785.0,55.0,27281.0,696.0
486589.0,56,i learned  from the media a claim that nucelear fission is now being used to produce electricity,0,275310.0,964.0,3032.0,4183.0
594472.0,45,i learned  from the media a claim that microbes from the sahara desert help feed the amazon rainforest,0,197152.0,1885.0,50034.0,3198.0
478922.0,29,i learned  from the media a claim that iceland is growing 5 centimeters per year,0,76038.0,26.0,8129.0,55.0
984669.0,46,i learned  from the media a claim that there are 7100+ islands in the philippines,0,517447.0,1655.0,150942.0,7219.0
757654.0,52,"i learned  from the media a claim that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",0,360004.0,250.0,110176.0,1134.0
47845.0,44,i learned  from the media a claim that the rubik's cube is the best-selling product of all time,0,2549.0,15.0,93.0,44.0
196465.0,17,i learned  from the media a claim that more businesses will be owned by women than men by 2045,0,61353.0,240.0,4490.0,365.0
746160.0,36,i learned  from the media a claim that the highest total mileage clocked by a single car is 2850000 million miles,0,148947.0,888.0,5531.0,1457.0
602237.0,52,i learned  from the media a claim that the origins of the banjo instrument begin in africa,0,74872.0,109.0,13881.0,464.0
753040.0,49,i learned  from the media a claim that the band metallica is the first and only group to play on all seven continents,0,369701.0,74.0,131944.0,1986.0
225347.0,13,i learned  from the media a claim that violins are constructed from 70 individual wooden pieces,0,16441.0,32.0,3572.0,48.0
307758.0,31,"i learned  from the media a claim that 99% of individuals in denmark, ireland and the united arab emirates have internet access",0,166696.0,230.0,53519.0,1872.0
573315.0,49,i learned  from the media a claim that the average user checks their mobile phone around 150 times each day,0,11331.0,6.0,1777.0,88.0
205493.0,7,"i learned  from the media a claim that there are almost 1.16 billion websites, but only about 200 million are active",0,42731.0,648.0,6237.0,1003.0
922348.0,39,"i learned  from the media a claim that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",0,478121.0,982.0,65905.0,10322.0
600718.0,24,"i learned  from the media a claim that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",1,129620.0,545.0,48283.0,1358.0
3837.0,6,i learned  from the media a claim that india’s trains transport roughly 23 million passengers each day,0,171.0,1.0,1.0,2.0
401532.0,39,i learned  from the media a claim that the biggest passenger bus in the world operates in brazil,0,213091.0,70.0,53742.0,2676.0
86343.0,15,i learned  from the media a claim that adult cats only meow to humans,0,27835.0,1.0,9118.0,8.0
768312.0,50,i learned  from the media a claim that mercury & venus are the only 2 planets in our solar system that have no moons,0,403134.0,20.0,159516.0,728.0
505353.0,36,i learned  from the media a claim that a day on mars is about the same length as on earth,0,73141.0,156.0,23618.0,503.0
968576.0,28,i learned  from the media a claim that canned pumpkins do not contain actual pumpkins,0,116708.0,1076.0,45603.0,1796.0
54320.0,14,i learned  from the media a claim that dogs can understand up to 250 hand gestures and words,0,13855.0,13.0,3116.0,23.0
931876.0,28,i learned  from the media a claim that antarctica is the only continent without any reptiles or snakes,0,169270.0,1098.0,18453.0,3373.0
310648.0,9,i learned  from the media a claim that a crocodile cannot stick its tongue out,0,122412.0,326.0,1920.0,574.0
125461.0,18,"i learned  from the media a claim that at birth, baby pandas are smaller than mice",0,28303.0,15.0,5918.0,158.0
965136.0,11,i learned  from the media a claim that humans can’t taste food without saliva,0,491101.0,239.0,29221.0,365.0
57364.0,8,i learned  from the media a claim that butterflies taste with their feet,0,7229.0,5.0,2541.0,40.0
381479.0,24,i learned  from the media a claim that penguins can jump as high as 9 feet in the air,0,18958.0,123.0,5395.0,192.0
31893.0,25,i learned  from the media a claim that a blue whale's heartbeat can be heard from two miles away,0,1203.0,7.0,110.0,22.0
771129.0,45,i learned  from the media a claim that the red-billed quelea is the most common bird on earth,0,378629.0,857.0,57190.0,2513.0
878612.0,33,i learned  from the media a claim that black cats are good luck in britain and japan,0,426781.0,1420.0,5963.0,8362.0
476742.0,52,i learned  from the media a claim that our sense of smell and taste decreases by 20%-50% during airplane flights,0,889.0,13.0,349.0,22.0
900019.0,27,i learned  from the media a claim that armadillos have bulletproof shells,0,39754.0,167.0,4350.0,751.0
284630.0,43,i learned  from the media a claim that the largest pair of eyes in the world belongs to the giant squid,0,20083.0,0.0,1711.0,160.0
247011.0,42,i learned  from the media a claim that outerspace partly smells like diesel fuel and barbeque,0,55481.0,8.0,12213.0,31.0
726684.0,52,i learned  from the media a claim that triskaidekaphobia is the fear of the number 13,0,307358.0,2213.0,49829.0,4599.0
416871.0,24,i learned  from the media a claim that snakes can predict earthquakes,1,210134.0,2751.0,37282.0,4775.0
897859.0,59,i learned  from the media a claim that sloths can hold their breaths longer than dolphins,0,195633.0,1289.0,23040.0,3151.0
506146.0,31,i learned  from the media a claim that baby spiders are called spiderlings,0,111230.0,5.0,23567.0,42.0
826201.0,37,i learned  from the media a claim that the dwarf planet pluto was named by an 11-year-old girl,0,74413.0,116.0,2370.0,1493.0
655107.0,15,i learned  from the media a claim that the earth holds about 11 quintillion pounds of air,0,121931.0,81.0,21850.0,221.0
593793.0,15,i learned  from the media a claim that the moon is moving away from the earth,0,117644.0,108.0,29114.0,484.0
759139.0,30,"i learned  from the media a claim that every three seconds, there is a birth taking place somewhere in the world",0,372904.0,1553.0,144346.0,5107.0
648737.0,29,i learned  from the media a claim that the longest recorded tennis match lasted for 11 hours,0,300035.0,1489.0,97614.0,3971.0
693964.0,13,"i learned  on social media that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",0,428420.0,2274.0,4165.0,6779.0
512246.0,54,i learned  on social media that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,0,327008.0,33.0,81615.0,6228.0
920978.0,9,i learned  on social media that 1 billion cars are currently in use around the world,0,49520.0,125.0,9503.0,719.0
943893.0,30,i learned  on social media that the automotive industry employs about 9.9 million americans,0,132988.0,448.0,46963.0,2105.0
551634.0,55,i learned  on social media that the band metallica is the first and only group to play on all seven continents,0,354717.0,141.0,38946.0,3590.0
678667.0,46,i learned  on social media that the musical artist prince played 27 different instruments on his debut album,0,148979.0,171.0,26415.0,2083.0
503979.0,18,i learned  on social media that 90% of the world’s data was generated after 2019,0,23561.0,34.0,2073.0,54.0
796551.0,34,i learned  on social media that the average user checks their mobile phone around 150 times each day,0,385284.0,3494.0,126306.0,8059.0
904492.0,25,i learned  on social media that 1 in 3 people have never used the internet,0,378489.0,2086.0,140504.0,6169.0
432006.0,51,i learned  on social media that kite flying is a professional sport in thailand.,0,191866.0,747.0,41190.0,4220.0
968759.0,22,"i learned  on social media that shanghai, china has the world's longest subway system",0,84574.0,614.0,33402.0,1290.0
682077.0,37,i learned  on social media that the first cruise ship set sail in 1900,0,165713.0,546.0,61940.0,1885.0
290596.0,16,i learned  on social media that dragonflies can see in all directions at the same time,0,110042.0,1245.0,5636.0,2530.0
728470.0,18,i learned  on social media that koalas sleep up to 22 hours per day,0,416132.0,1915.0,43306.0,2922.0
310669.0,55,i learned  on social media that some sharks can glow in the dark,0,57869.0,282.0,14511.0,907.0
297042.0,24,i learned  on social media that the hummingbird is the only bird that can fly backwards,0,31531.0,175.0,12160.0,303.0
131756.0,48,i learned  on social media that the volcano olympus mons on mars is over 3 times taller than mount everest,0,78366.0,630.0,28100.0,1921.0
781000.0,26,i learned  on social media that jupiter has the most moons,0,39812.0,397.0,2928.0,949.0
243523.0,39,i learned  on social media that neptune’s winds are the fastest in the solar system,0,15627.0,102.0,595.0,227.0
805871.0,59,i learned  on social media that there is a world championship for throwing mobile phones,0,261881.0,420.0,32093.0,5277.0
987150.0,11,i learned  on social media that new parents lose around 750 hours of sleep in the first year of their first child’s life,0,551611.0,3236.0,143679.0,12744.0
409973.0,33,i learned  on social media that avocados never ripen while they are still attached to the tree,0,262151.0,149.0,14087.0,526.0
18740.0,44,i learned  on social media that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,0,5748.0,18.0,2253.0,47.0
801882.0,17,i learned  on social media that australia has the most number of venomous snakes worldwide,0,142928.0,696.0,45886.0,3349.0
882064.0,30,i learned  on social media that a crocodile cannot stick its tongue out,0,156118.0,6.0,1215.0,1221.0
90819.0,23,i learned  on social media that no two tongue prints are alike,0,14406.0,67.0,9.0,162.0
404592.0,50,i learned  on social media that the population of the united states increases by one person every 12 seconds,0,69786.0,78.0,23326.0,1401.0
50322.0,22,i learned  on social media that ancient egyptians slept on pillows made of stone,0,9356.0,17.0,3438.0,222.0
425664.0,47,i learned  on social media that the tallest tower of cupcakes ever made was over 35 feet,0,110573.0,208.0,31809.0,1020.0
921117.0,46,i learned  on social media that there are more than 24 time zones around the world,0,541785.0,224.0,70693.0,10127.0
833195.0,37,i learned  on social media that sweden has the most islands of any country,0,285624.0,173.0,49710.0,1274.0
56272.0,44,i learned  on social media that the eiffel tower gets taller during the summer,0,5537.0,49.0,1061.0,121.0
720997.0,32,i learned  on social media that humans have jumped further than horses in the olympics,0,294774.0,1243.0,55011.0,2615.0
639101.0,36,i learned  on social media that the french scrabble world champion winner doesn’t speak french,0,107719.0,651.0,24197.0,1172.0
44181.0,45,i learned  on social media that there are fewer stars in the sky than there are trees on earth,0,6680.0,1.0,2439.0,131.0
596602.0,26,i learned  on social media that children are born less frequently on saturdays,0,236951.0,2466.0,77313.0,5075.0
726478.0,23,i learned  on social media that humans are more likely to have a weird or scary dream when sleeping on their stomach,0,425842.0,4235.0,120457.0,7141.0
366555.0,48,i learned  on social media that melting glaciers make fizzy noises,0,168197.0,184.0,46567.0,511.0
818590.0,39,"i learned  on social media that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",0,422624.0,162.0,140904.0,1082.0
608627.0,58,i learned  on social media that cats can't taste sweet flavors,0,218233.0,2662.0,27149.0,4279.0
811031.0,22,i learned  on social media that apple seeds contain cyanide,0,380979.0,2129.0,71040.0,6692.0
1663.0,43,i learned  on social media that the chicken is the closest relative to the t-rex,0,267.0,2.0,62.0,4.0
576508.0,33,i learned  on social media that the human brain uses 20% of the body's oxygen,0,340788.0,56.0,56056.0,3734.0
258596.0,29,i learned  on social media that the largest living thing on earth is a tree,1,82415.0,623.0,27224.0,954.0
752857.0,41,i learned  on social media that the longest recorded tennis match lasted for 11 hours,0,471778.0,807.0,144459.0,1428.0
19578.0,31,i learned  on social media that redwoods are the tallest trees,0,12876.0,10.0,102.0,109.0
628303.0,46,i learned  on social media a claim that damascus is the oldest continuously inhabited city in the world,0,22506.0,15.0,4143.0,30.0
588814.0,44,i learned  on social media a claim that seventy percent of small businesses are owned and operated by a single person.,0,177919.0,2.0,31535.0,506.0
307374.0,37,i learned  on social media a claim that 90% of goods are shipped by ocean freight,1,70627.0,163.0,24478.0,288.0
993273.0,42,i learned  on social media a claim that most car horns honk in the key of f,1,294351.0,62.0,112538.0,126.0
908938.0,32,i learned  on social media a claim that windshield wipers were invented in 1905,0,441130.0,518.0,31292.0,3796.0
869876.0,14,i learned  on social media a claim that the average car has more than 100 miles of code in the vehicle’s internal computer,0,265328.0,934.0,29646.0,6576.0
781361.0,20,i learned  on social media a claim that the automotive industry employs about 9.9 million americans,0,139021.0,314.0,3397.0,1402.0
323620.0,8,i learned  on social media a claim that vinyl record sales now surpass compact disc sales,0,37351.0,378.0,11757.0,814.0
850886.0,40,"i learned  on social media a claim that the oldest surviving song is around 3,500 years old",0,470499.0,13.0,97733.0,408.0
665312.0,22,"i learned  on social media a claim that the best selling single of all time is ""white christmas"" by bing crosby",0,391515.0,293.0,134941.0,1303.0
763618.0,60,i learned  on social media a claim that cannonballs were the first objects thrown in international shot put events in the early 1900s,0,38261.0,267.0,13142.0,632.0
493621.0,48,i learned  on social media a claim that the concorde was the fastest passenger jet ever,0,171294.0,844.0,63615.0,1280.0
863470.0,48,i learned  on social media a claim that the first cruise ship set sail in 1900,0,503602.0,264.0,154242.0,6314.0
672844.0,38,i learned  on social media a claim that reindeer grow new antlers every year,0,6427.0,7.0,1829.0,45.0
255615.0,54,i learned  on social media a claim that mercury & venus are the only 2 planets in our solar system that have no moons,0,85189.0,296.0,6514.0,2100.0
701289.0,47,i learned  on social media a claim that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,1,399388.0,672.0,12890.0,1665.0
577191.0,18,i learned  on social media a claim that there are more stars in the universe than grains of sand on earth,0,199118.0,15.0,66892.0,185.0
602454.0,53,i learned  on social media a claim that it rains diamonds on jupiter and saturn,0,13586.0,117.0,1787.0,317.0
992563.0,59,i learned  on social media a claim that canned pumpkins do not contain actual pumpkins,0,471740.0,451.0,131332.0,1412.0
821842.0,43,i learned  on social media a claim that take out restaurants have been found in the remains of pompeii,0,178895.0,1392.0,54181.0,3188.0
599597.0,6,i learned  on social media a claim that the longest location name on the planet earth is 85 letters in english.,0,161990.0,321.0,6292.0,1237.0
699539.0,26,i learned  on social media a claim that armadillos have bulletproof shells,0,137419.0,243.0,39932.0,1297.0
662214.0,32,i learned  on social media a claim that jobs in the field of agriculture are the most prevalent types of jobs in the world,0,352181.0,99.0,31967.0,3636.0
505636.0,31,i learned  on social media a claim that humans are more likely to have a weird or scary dream when sleeping on their stomach,0,127869.0,1147.0,34167.0,2926.0
48665.0,32,i learned  on social media a claim that snakes can predict earthquakes,0,1444.0,4.0,337.0,10.0
47623.0,31,i learned  on social media a claim that apple seeds contain cyanide,0,27438.0,74.0,359.0,173.0
40317.0,49,i learned  on social media a claim that a man once set a record by putting on over 260 t-shirts,0,6596.0,82.0,1288.0,162.0
659630.0,29,i learned  on social media a claim that baby spiders are called spiderlings,0,327869.0,949.0,65079.0,6694.0
522340.0,22,i learned  on social media a claim that the roar of a lion can be heard up to 5 miles away,0,275155.0,2273.0,24386.0,4727.0
438378.0,27,i learned  on social media a claim that honeybees can recognize human faces,0,132330.0,574.0,23606.0,2956.0
842234.0,52,i learned  on social media a claim that mice typically only live for 6 months in the wild,0,138984.0,1186.0,5207.0,2636.0
696086.0,42,i learned  on social media a claim that the largest living thing on earth is a tree,0,305999.0,867.0,55441.0,2095.0
507005.0,57,i learned  on social media a claim that you can fit about 400 grapevines in one acre of land,0,59033.0,281.0,23033.0,462.0
446042.0,58,i learned  on social media a claim that redwoods are the tallest trees,0,263897.0,323.0,549.0,1840.0
207530.0,29,i learned  in a discussion board that canada has the most lakes in the world,0,118030.0,56.0,19227.0,665.0
694802.0,42,i learned  in a discussion board that 20% of the world's oxygen is produced in the amazon jungles,0,164089.0,1.0,49403.0,4.0
414994.0,36,i learned  in a discussion board that 1 billion cars are currently in use around the world,0,147916.0,183.0,49173.0,2329.0
288845.0,23,i learned  in a discussion board that the average car contains over 30000 unique parts,0,44413.0,278.0,3943.0,925.0
273592.0,51,i learned  in a discussion board that the oldest playable musical instruments were found in china,0,92085.0,568.0,9024.0,1770.0
77261.0,48,i learned  in a discussion board that elvis presley has sold more records than the music band the beatles,0,35898.0,243.0,11641.0,519.0
609075.0,33,i learned  in a discussion board that the origins of the banjo instrument begin in africa,0,120997.0,491.0,15532.0,2422.0
235545.0,48,i learned  in a discussion board that over 60% of the world's population has access to the internet,0,77284.0,703.0,18825.0,1490.0
303370.0,34,i learned  in a discussion board that about half of the world's population can access the web via a mobile device,0,15838.0,10.0,5583.0,30.0
465853.0,29,"i learned  in a discussion board that 99% of individuals in denmark, ireland and the united arab emirates have internet access",0,305353.0,1337.0,65003.0,2275.0
781884.0,31,i learned  in a discussion board that an average user spends 40% of their day on the internet,0,183991.0,470.0,30688.0,2387.0
583881.0,44,i learned  in a discussion board that the world generates 2.5 quintillion bytes of data every day,0,248445.0,3312.0,53236.0,5679.0
135221.0,57,"i learned  in a discussion board that there are almost 1.16 billion websites, but only about 200 million are active",0,27816.0,119.0,9319.0,318.0
168615.0,29,i learned  in a discussion board that badminton is the fastest ball and net sport in the world,0,56508.0,101.0,12119.0,496.0
9754.0,42,i learned  in a discussion board that the longest commercial flight in history took around 30 hours,0,4147.0,1.0,1392.0,12.0
698466.0,50,i learned  in a discussion board that india’s trains transport roughly 23 million passengers each day,0,122094.0,241.0,31430.0,381.0
536587.0,11,"i learned  in a discussion board that london, england has the world's oldest subway system",0,146497.0,668.0,35984.0,2710.0
100861.0,14,i learned  in a discussion board that dolphins are mammals,1,31708.0,8.0,6815.0,677.0
645165.0,35,i learned  in a discussion board that a dog’s sense of smell is much more powerful than a human's,0,197758.0,38.0,17064.0,151.0
196489.0,50,i learned  in a discussion board that some ants can lift up to 20 times their own body weight,0,111152.0,944.0,11596.0,1658.0
205803.0,57,i learned  in a discussion board that the hottest planet in our solar system is venus.,0,104931.0,168.0,36255.0,459.0
55610.0,56,i learned  in a discussion board that neptune radiates more heat than it gets from the sun,0,12052.0,80.0,1905.0,199.0
985145.0,37,i learned  in a discussion board that saturn is less dense than water,0,54841.0,12.0,1594.0,31.0
137534.0,20,i learned  in a discussion board that canned pumpkins do not contain actual pumpkins,0,3361.0,12.0,1172.0,20.0
737778.0,57,i learned  in a discussion board that take out restaurants have been found in the remains of pompeii,0,394174.0,4887.0,80209.0,8636.0
913779.0,57,i learned  in a discussion board that chihuahuas have the largest brain among dogs,0,100925.0,517.0,21463.0,1867.0
275474.0,49,i learned  in a discussion board that a banana is technically a berry,0,148619.0,989.0,20129.0,1928.0
993830.0,18,i learned  in a discussion board that elephants will console each other during stressful situations,0,443431.0,365.0,126982.0,3536.0
888532.0,28,i learned  in a discussion board that avocados never ripen while they are still attached to the tree,0,322887.0,1790.0,122606.0,3441.0
784848.0,56,i learned  in a discussion board that the brain is the fattiest organ in the body,0,192861.0,329.0,39914.0,558.0
217297.0,6,i learned  in a discussion board that the microwave oven was an accidental invention,0,15474.0,10.0,5543.0,22.0
246407.0,12,"i learned  in a discussion board that a single lightning bolt has enough energy to toast 100,000 slices of bread",0,114567.0,31.0,797.0,888.0
829712.0,43,i learned  in a discussion board that bubble wrap was originally designed to be used as wallpaper,0,497583.0,2707.0,164739.0,7955.0
69971.0,7,i learned  in a discussion board that q' is the only letter that doesn’t appear in any u.s. state name,0,44927.0,8.0,11369.0,39.0
602960.0,22,i learned  in a discussion board that children are born less frequently on saturdays,0,146485.0,253.0,42721.0,385.0
675794.0,7,i learned  in a discussion board that most children in the world are born on a thursday,0,92845.0,210.0,6761.0,1571.0
922147.0,59,i learned  in a discussion board that melting glaciers make fizzy noises,0,241497.0,3753.0,74619.0,5698.0
154394.0,59,i learned  in a discussion board that cold water is just as cleansing as hot water,0,43859.0,36.0,2063.0,79.0
74368.0,23,i learned  in a discussion board that bottled water has an expiration date,0,23161.0,80.0,3653.0,258.0
843239.0,36,i learned  in a discussion board that sea otters are born unable to swim,0,518941.0,4821.0,110804.0,11516.0
724310.0,18,i learned  in a discussion board that bananas get their curved shape by growing towards the sun,0,477907.0,638.0,33107.0,5707.0
756548.0,29,i learned  in a discussion board that playing dance music helps ward off mosquitoes,0,480532.0,2571.0,124379.0,4077.0
295995.0,31,i learned  in a discussion board that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,0,143768.0,756.0,48463.0,3339.0
740835.0,38,i learned  in a discussion board that around 50% of the mined gold on earth comes from one source,0,286064.0,451.0,92841.0,3805.0
569200.0,49,i learned  in a discussion board that the insect population of the world is 1 billion times more than the world population,0,221054.0,2291.0,27641.0,4430.0
958208.0,23,i learned  in a discussion board that the human brain uses 20% of the body's oxygen,0,64981.0,540.0,7430.0,1340.0
38900.0,33,i learned  in a discussion board that lemurs were previously the size of gorillas,0,17231.0,73.0,921.0,266.0
344400.0,17,i learned  in a discussion board that the largest living thing on earth is a tree,0,91212.0,594.0,25408.0,1929.0
71638.0,54,i learned  in a discussion board that you can fit about 400 grapevines in one acre of land,0,44937.0,13.0,2120.0,72.0
601832.0,30,i learned  in a discussion board a claim that austrian physicist erwin schrödinger was allergic to cats,0,381731.0,659.0,124004.0,1614.0
735609.0,54,i learned  in a discussion board a claim that nucelear fission is now being used to produce electricity,0,353494.0,1401.0,27428.0,2374.0
627571.0,6,i learned  in a discussion board a claim that microbes from the sahara desert help feed the amazon rainforest,0,337939.0,596.0,13825.0,2452.0
342305.0,25,i learned  in a discussion board a claim that bangkok's full name has 163 letters,0,51753.0,254.0,7956.0,747.0
49406.0,31,i learned  in a discussion board a claim that there are about 582 million entrepreneurs in the world,0,18093.0,218.0,6026.0,388.0
115611.0,10,i learned  in a discussion board a claim that the most productive work day of the week is tuesday,0,26631.0,284.0,6203.0,442.0
624264.0,49,"i learned  in a discussion board a claim that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",0,87074.0,138.0,28471.0,209.0
534031.0,14,i learned  in a discussion board a claim that 90% of goods are shipped by ocean freight,0,235746.0,9.0,53720.0,64.0
